date,trading_code,last_traded_price,high,low,opening_price,closing_price,yesterdays_closing_price,trade,value_mn,volume
,,,,,,,,,,
7/4/2013 0:00,1JANATAMF,6.9,7,6.7,7,6.8,6.9,242,6.6994,979500
,,,,,,,,,,
7/3/2013 0:00,1JANATAMF,6.9,7.2,6.8,7.1,6.9,7.1,173,3.6393,525500
,,,,,,,,,,
7/2/2013 0:00,1JANATAMF,7.1,7.2,7,7,7.1,6.8,128,2.2325,315000
,,,,,,,,,,
6/30/2013 0:00,1JANATAMF,6.9,7.1,6.7,6.8,6.8,6.9,124,3.5467,519000
,,,,,,,,,,
6/27/2013 0:00,1JANATAMF,6.9,7.1,6.9,7.1,6.9,7,133,1.5795,225500
,,,,,,,,,,
6/26/2013 0:00,1JANATAMF,7,7.3,7,7.1,7,6.9,141,2.1538,303500
,,,,,,,,,,
6/24/2013 0:00,1JANATAMF,6.9,7.1,6.9,7.1,6.9,7,181,3.5533,508500
,,,,,,,,,,
6/23/2013 0:00,1JANATAMF,7.1,7.4,7,7.3,7,7.3,241,4.2396,589000
,,,,,,,,,,
6/20/2013 0:00,1JANATAMF,7.3,7.7,7.2,7.7,7.3,7.5,181,3.5293,478000
,,,,,,,,,,
6/19/2013 0:00,1JANATAMF,7.5,7.8,7.5,7.6,7.5,7.5,367,8.9202,1168500
,,,,,,,,,,
6/18/2013 0:00,1JANATAMF,7.5,7.6,7.2,7.3,7.5,7.1,569,16.5936,2225500
,,,,,,,,,,
6/17/2013 0:00,1JANATAMF,7.1,7.4,7,7.2,7.1,7.1,293,6.5836,914500
,,,,,,,,,,
6/16/2013 0:00,1JANATAMF,7.1,7.3,7.1,7.2,7.1,7,182,2.9772,415000
,,,,,,,,,,
6/13/2013 0:00,1JANATAMF,7,7.2,7,7.2,7,7,242,5.0301,708500
,,,,,,,,,,
6/12/2013 0:00,1JANATAMF,7.3,7.5,7,7.4,7,7.2,251,5.3674,744000
,,,,,,,,,,
6/11/2013 0:00,1JANATAMF,7.3,7.5,7.2,7.4,7.2,7.2,282,5.2265,710000
,,,,,,,,,,
6/10/2013 0:00,1JANATAMF,7.4,7.4,7,7,7.2,6.9,353,6.2426,865500
,,,,,,,,,,
6/9/2013 0:00,1JANATAMF,6.9,7.6,6.9,7.4,6.9,7.1,326,7.0758,985000
,,,,,,,,,,
6/6/2013 0:00,1JANATAMF,7.2,7.3,7,7,7.1,7.1,318,7.815,1089000
,,,,,,,,,,
6/5/2013 0:00,1JANATAMF,7.2,7.2,6.7,6.8,7.1,6.9,266,6.6656,950000
,,,,,,,,,,
6/4/2013 0:00,1JANATAMF,6.9,7.2,6.9,7.1,6.9,7,192,4.5604,650000
,,,,,,,,,,
6/3/2013 0:00,1JANATAMF,7.1,7.3,6.9,7.3,7,7,361,6.7922,957000
,,,,,,,,,,
6/2/2013 0:00,1JANATAMF,7.1,7.1,6.6,6.7,7,6.5,554,15.3525,2212500
,,,,,,,,,,
5/30/2013 0:00,1JANATAMF,6.6,6.7,6.5,6.5,6.5,6.4,256,4.8605,739500
,,,,,,,,,,
5/29/2013 0:00,1JANATAMF,6.4,6.5,6.3,6.4,6.4,6.3,165,2.7039,420500
,,,,,,,,,,
5/28/2013 0:00,1JANATAMF,6.2,6.4,6.2,6.3,6.3,6.1,120,1.3656,216000
,,,,,,,,,,
5/27/2013 0:00,1JANATAMF,6.2,6.3,6,6.1,6.1,6,122,1.3721,223000
,,,,,,,,,,
5/26/2013 0:00,1JANATAMF,6.1,6.3,6,6.2,6,6.2,134,1.5538,252000
,,,,,,,,,,
5/22/2013 0:00,1JANATAMF,6.2,6.5,6.2,6.2,6.2,6.3,140,1.8077,286000
,,,,,,,,,,
5/21/2013 0:00,1JANATAMF,6.3,6.6,6.3,6.5,6.3,6.5,165,2.4161,378000
,,,,,,,,,,
5/20/2013 0:00,1JANATAMF,6.5,6.7,6.4,6.6,6.5,6.6,204,4.8078,734000
,,,,,,,,,,
5/19/2013 0:00,1JANATAMF,6.6,6.7,6.5,6.6,6.6,6.5,218,3.4932,529000
,,,,,,,,,,
5/16/2013 0:00,1JANATAMF,6.5,6.7,6.3,6.3,6.5,6.2,224,3.956,607000
,,,,,,,,,,
5/15/2013 0:00,1JANATAMF,6.3,6.6,6.2,6.5,6.2,6.5,242,5.0217,795500
,,,,,,,,,,
5/14/2013 0:00,1JANATAMF,6.6,6.6,6.1,6.1,6.5,6,355,4.6634,733500
,,,,,,,,,,
5/13/2013 0:00,1JANATAMF,6.2,6.2,5.9,6,6,5.9,259,4.5674,756000
,,,,,,,,,,
5/12/2013 0:00,1JANATAMF,6,6,5.8,5.9,5.9,5.8,152,1.9374,325000
,,,,,,,,,,
5/9/2013 0:00,1JANATAMF,5.8,5.9,5.7,5.8,5.8,5.7,83,1.3447,232500
,,,,,,,,,,
5/8/2013 0:00,1JANATAMF,5.8,6,5.7,5.8,5.7,5.6,164,3.7401,638000
,,,,,,,,,,
5/7/2013 0:00,1JANATAMF,5.6,5.7,5.5,5.5,5.6,5.5,80,0.9558,169500
,,,,,,,,,,
5/6/2013 0:00,1JANATAMF,5.6,5.6,5.5,5.5,5.5,5.6,18,0.1615,29000
,,,,,,,,,,
5/5/2013 0:00,1JANATAMF,5.6,5.7,5.6,5.7,5.6,5.6,48,0.5986,106000
,,,,,,,,,,
5/2/2013 0:00,1JANATAMF,5.7,5.7,5.5,5.5,5.6,5.6,61,1.4811,262000
,,,,,,,,,,
4/30/2013 0:00,1JANATAMF,5.6,5.8,5.6,5.8,5.6,5.6,70,0.7685,136000
,,,,,,,,,,
4/29/2013 0:00,1JANATAMF,5.7,5.7,5.5,5.7,5.6,5.6,65,1.3902,248000
,,,,,,,,,,
4/28/2013 0:00,1JANATAMF,5.7,5.7,5.6,5.7,5.6,5.7,80,1.0302,182000
,,,,,,,,,,
4/25/2013 0:00,1JANATAMF,5.8,5.9,5.7,5.7,5.7,5.6,100,1.9712,341000
,,,,,,,,,,
4/24/2013 0:00,1JANATAMF,5.6,5.9,5.6,5.9,5.6,5.8,88,1.5332,268500
,,,,,,,,,,
4/23/2013 0:00,1JANATAMF,5.8,5.9,5.7,5.9,5.8,5.7,74,0.9993,171500
,,,,,,,,,,
4/22/2013 0:00,1JANATAMF,5.8,5.9,5.7,5.8,5.7,5.8,88,1.695,289500
,,,,,,,,,,
4/21/2013 0:00,1JANATAMF,5.8,5.9,5.7,5.9,5.8,5.9,86,0.9431,162000
,,,,,,,,,,
4/18/2013 0:00,1JANATAMF,6,6.2,5.9,6,5.9,5.8,310,5.8653,972000
,,,,,,,,,,
4/17/2013 0:00,1JANATAMF,5.9,5.9,5.4,5.6,5.8,5.5,147,2.2002,385500
,,,,,,,,,,
4/16/2013 0:00,1JANATAMF,5.5,5.9,5.5,5.9,5.5,5.7,115,1.4851,262000
,,,,,,,,,,
4/15/2013 0:00,1JANATAMF,5.9,6,5.7,5.9,5.7,5.8,127,2.6577,454500
,,,,,,,,,,
4/11/2013 0:00,1JANATAMF,5.8,6,5.7,5.8,5.8,5.8,168,3.0223,517500
,,,,,,,,,,
4/10/2013 0:00,1JANATAMF,5.7,6.1,5.6,5.9,5.8,5.8,242,3.3259,566500
,,,,,,,,,,
4/9/2013 0:00,1JANATAMF,5.8,6.2,5.8,6,5.8,5.8,159,1.9729,329500
,,,,,,,,,,
4/8/2013 0:00,1JANATAMF,5.9,5.9,5.3,5.4,5.8,5.4,366,5.7198,1004000
,,,,,,,,,,
4/7/2013 0:00,1JANATAMF,5.4,5.5,5.1,5.1,5.4,5.1,192,2.398,446000
,,,,,,,,,,
4/4/2013 0:00,1JANATAMF,5.2,5.2,5.1,5.1,5.1,5.1,41,0.3682,72000
,,,,,,,,,,
4/3/2013 0:00,1JANATAMF,5.1,5.2,5,5.1,5.1,5,62,0.5599,109500
,,,,,,,,,,
4/2/2013 0:00,1JANATAMF,5.1,5.2,4.9,5.2,5,5,80,1.1333,228000
,,,,,,,,,,
4/1/2013 0:00,1JANATAMF,5.1,5.2,5,5.2,5,5.2,73,0.6949,137000
,,,,,,,,,,
3/31/2013 0:00,1JANATAMF,5.2,5.4,5.2,5.3,5.2,5.3,58,0.675,128000
,,,,,,,,,,
3/28/2013 0:00,1JANATAMF,5.4,5.5,5.3,5.4,5.3,5.3,64,0.6922,129500
,,,,,,,,,,
3/27/2013 0:00,1JANATAMF,5.3,5.5,5.3,5.5,5.3,5.4,88,1.0868,203500
,,,,,,,,,,
3/25/2013 0:00,1JANATAMF,5.4,5.6,5.4,5.5,5.4,5.4,74,0.862,158500
,,,,,,,,,,
3/24/2013 0:00,1JANATAMF,5.4,5.5,5.4,5.4,5.4,5.4,76,0.8163,150500
,,,,,,,,,,
3/20/2013 0:00,1JANATAMF,5.5,5.5,5.4,5.5,5.4,5.6,70,0.6182,113000
,,,,,,,,,,
3/19/2013 0:00,1JANATAMF,5.7,5.7,5.4,5.5,5.6,5.4,101,1.4497,258000
,,,,,,,,,,
3/18/2013 0:00,1JANATAMF,5.4,5.5,5.4,5.5,5.4,5.3,100,1.6619,306000
,,,,,,,,,,
3/14/2013 0:00,1JANATAMF,5.3,5.7,5.3,5.6,5.3,5.6,245,3.6645,676500
,,,,,,,,,,
3/13/2013 0:00,1JANATAMF,5.6,5.7,5.5,5.6,5.6,5.4,56,0.5403,95500
,,,,,,,,,,
3/12/2013 0:00,1JANATAMF,5.6,5.7,5.4,5.6,5.4,5.6,193,3.0733,559500
,,,,,,,,,,
3/11/2013 0:00,1JANATAMF,5.6,5.8,5.6,5.8,5.6,5.8,103,1.8276,320500
,,,,,,,,,,
3/10/2013 0:00,1JANATAMF,5.9,6,5.8,5.9,5.8,5.9,52,0.3719,63000
,,,,,,,,,,
3/7/2013 0:00,1JANATAMF,6,6,5.9,6,5.9,6,62,0.6026,101500
,,,,,,,,,,
3/6/2013 0:00,1JANATAMF,6,6.1,6,6,6,6,53,0.5056,84000
,,,,,,,,,,
3/5/2013 0:00,1JANATAMF,6.2,6.2,6,6.1,6,6,65,0.5748,95000
,,,,,,,,,,
3/4/2013 0:00,1JANATAMF,6,6.1,5.8,5.9,6,5.7,77,0.8967,150000
,,,,,,,,,,
3/3/2013 0:00,1JANATAMF,5.7,6.1,5.7,6,5.7,6,87,0.7679,131000
,,,,,,,,,,
2/28/2013 0:00,1JANATAMF,6.2,6.2,6,6.2,6,6.2,120,1.5888,260500
,,,,,,,,,,
2/27/2013 0:00,1JANATAMF,6.2,6.5,6.2,6.4,6.2,6.4,129,1.7591,279000
,,,,,,,,,,
2/26/2013 0:00,1JANATAMF,6.3,6.5,6.3,6.5,6.4,6.4,106,1.5301,238000
,,,,,,,,,,
2/25/2013 0:00,1JANATAMF,6.4,6.6,6.4,6.4,6.4,6.4,90,1.3794,214000
,,,,,,,,,,
2/24/2013 0:00,1JANATAMF,6.6,6.6,6.4,6.5,6.4,6.5,81,1.1322,174500
,,,,,,,,,,
2/20/2013 0:00,1JANATAMF,6.5,6.7,6.5,6.5,6.5,6.5,82,0.8931,136500
,,,,,,,,,,
2/19/2013 0:00,1JANATAMF,6.5,6.7,6.5,6.6,6.5,6.6,146,2.4378,370500
,,,,,,,,,,
2/18/2013 0:00,1JANATAMF,6.7,6.8,6.6,6.7,6.6,6.7,120,2.2053,331000
,,,,,,,,,,
2/17/2013 0:00,1JANATAMF,6.9,6.9,6.6,6.9,6.7,6.8,127,2.0026,297000
,,,,,,,,,,
2/14/2013 0:00,1JANATAMF,6.8,6.9,6.7,6.7,6.8,6.8,76,1.2116,179000
,,,,,,,,,,
2/13/2013 0:00,1JANATAMF,6.8,7,6.7,6.9,6.8,6.9,111,2.2019,323000
,,,,,,,,,,
2/12/2013 0:00,1JANATAMF,7,7.1,6.9,7.1,6.9,6.9,123,1.9211,276000
,,,,,,,,,,
2/11/2013 0:00,1JANATAMF,7,7,6.8,6.9,6.9,6.8,159,3.8043,547500
,,,,,,,,,,
2/10/2013 0:00,1JANATAMF,6.9,6.9,6.7,6.7,6.8,6.6,104,1.7305,255000
,,,,,,,,,,
2/7/2013 0:00,1JANATAMF,6.8,6.8,6.6,6.7,6.6,6.7,86,1.2148,181000
,,,,,,,,,,
2/6/2013 0:00,1JANATAMF,6.8,6.8,6.6,6.6,6.7,6.6,99,1.4395,214500
,,,,,,,,,,
2/5/2013 0:00,1JANATAMF,6.8,6.8,6.6,6.6,6.6,6.7,73,0.7796,116500
,,,,,,,,,,
2/4/2013 0:00,1JANATAMF,6.8,6.8,6.6,6.7,6.7,6.6,78,0.7322,110000
,,,,,,,,,,
2/3/2013 0:00,1JANATAMF,6.8,6.8,6.6,6.7,6.6,6.6,162,2.1555,324500
,,,,,,,,,,
1/31/2013 0:00,1JANATAMF,6.8,6.8,6.6,6.7,6.6,6.7,170,2.8398,425500
,,,,,,,,,,
1/30/2013 0:00,1JANATAMF,6.8,6.9,6.7,6.8,6.7,6.7,58,0.5573,82500
,,,,,,,,,,
1/29/2013 0:00,1JANATAMF,6.8,6.9,6.6,6.8,6.7,6.6,209,3.5321,525000
,,,,,,,,,,
1/28/2013 0:00,1JANATAMF,6.7,6.8,6.6,6.8,6.6,6.8,186,2.4409,363500
,,,,,,,,,,
1/27/2013 0:00,1JANATAMF,6.9,7,6.8,6.9,6.8,6.9,96,2.8729,418000
,,,,,,,,,,
1/24/2013 0:00,1JANATAMF,7,7,6.8,6.8,6.9,6.9,123,1.6587,239500
,,,,,,,,,,
1/23/2013 0:00,1JANATAMF,6.9,7,6.8,6.9,6.9,6.9,98,1.4164,205000
,,,,,,,,,,
1/22/2013 0:00,1JANATAMF,7,7,6.9,7,6.9,6.9,190,3.8664,556000
,,,,,,,,,,
1/21/2013 0:00,1JANATAMF,6.9,7,6.9,7,6.9,7,79,1.7641,252500
,,,,,,,,,,
1/20/2013 0:00,1JANATAMF,7.1,7.1,7,7,7,7,64,0.7606,108000
,,,,,,,,,,
1/17/2013 0:00,1JANATAMF,7.1,7.2,7,7,7,7,75,1.2451,177000
,,,,,,,,,,
1/16/2013 0:00,1JANATAMF,7,7.2,7,7.1,7,7,194,1.6083,228000
,,,,,,,,,,
1/15/2013 0:00,1JANATAMF,7.1,7.1,7,7.1,7,7.1,81,0.7485,106500
,,,,,,,,,,
1/14/2013 0:00,1JANATAMF,7.1,7.2,7,7.1,7.1,7.1,126,1.4644,208000
,,,,,,,,,,
1/13/2013 0:00,1JANATAMF,7.1,7.2,7,7.1,7.1,7.1,102,1.4832,209000
,,,,,,,,,,
1/10/2013 0:00,1JANATAMF,7.2,7.3,7.1,7.2,7.1,7.3,106,1.3918,193500
,,,,,,,,,,
1/9/2013 0:00,1JANATAMF,7.5,7.9,7.3,7.9,7.3,7.2,365,8.9912,1166000
,,,,,,,,,,
1/8/2013 0:00,1JANATAMF,7.2,7.4,7.2,7.2,7.2,7.1,114,1.6849,231500
,,,,,,,,,,
1/7/2013 0:00,1JANATAMF,7.1,7.3,7,7.1,7.1,7.2,127,1.3917,195000
,,,,,,,,,,
1/6/2013 0:00,1JANATAMF,7.4,7.7,7.2,7.4,7.2,7.4,180,2.9535,399500
,,,,,,,,,,
1/3/2013 0:00,1JANATAMF,7.5,7.5,7.1,7.1,7.4,6.9,454,9.6381,1297500
,,,,,,,,,,
1/2/2013 0:00,1JANATAMF,7,7,6.8,7,6.9,6.9,88,1.548,224000
,,,,,,,,,,
1/1/2013 0:00,1JANATAMF,6.9,7.1,6.9,7.1,6.9,7,60,0.7857,112500
12/30/2014 0:00,1JANATAMF,5.1,5.2,5,5,5.1,5.1,107,0.295,58281
,,,,,,,,,,
12/29/2014 0:00,1JANATAMF,5.2,5.2,5.1,5.1,5.1,5.1,72,0.536,105156
,,,,,,,,,,
12/28/2014 0:00,1JANATAMF,5,5.1,5,5,5.1,5.1,76,0.761,149956
,,,,,,,,,,
12/24/2014 0:00,1JANATAMF,5.1,5.1,5,5,5.1,5.1,82,0.347,68661
,,,,,,,,,,
12/23/2014 0:00,1JANATAMF,5.1,5.2,5.1,5.1,5.1,5.2,69,0.284,55476
,,,,,,,,,,
12/22/2014 0:00,1JANATAMF,5.1,5.3,5,5.3,5.2,5.2,53,0.308,60035
,,,,,,,,,,
12/21/2014 0:00,1JANATAMF,5.1,5.3,5.1,5.1,5.2,5.2,52,0.505,97903
,,,,,,,,,,
12/18/2014 0:00,1JANATAMF,5.1,5.2,5,5,5.2,5.1,73,0.837,163762
,,,,,,,,,,
12/17/2014 0:00,1JANATAMF,5.1,5.2,5,5.1,5.1,5.1,53,0.2,39171
,,,,,,,,,,
12/15/2014 0:00,1JANATAMF,5.1,5.3,5.1,5.2,5.1,5.1,74,0.208,40686
,,,,,,,,,,
12/14/2014 0:00,1JANATAMF,5.1,5.2,5,5,5.1,5.1,75,0.165,32447
,,,,,,,,,,
12/11/2014 0:00,1JANATAMF,5.1,5.2,5.1,5.1,5.1,5.1,89,0.358,70021
,,,,,,,,,,
12/10/2014 0:00,1JANATAMF,5.2,5.2,5.1,5.1,5.1,5.1,34,0.2616,51000
,,,,,,,,,,
12/9/2014 0:00,1JANATAMF,5.2,5.2,5.1,5.2,5.1,5.2,27,0.2504,48500
,,,,,,,,,,
12/8/2014 0:00,1JANATAMF,5.2,5.2,5.1,5.2,5.2,5.1,29,0.1598,31000
,,,,,,,,,,
12/7/2014 0:00,1JANATAMF,5.3,5.3,5.1,5.2,5.1,5.2,53,0.7331,142500
,,,,,,,,,,
12/4/2014 0:00,1JANATAMF,5.3,5.3,5.1,5.2,5.2,5.2,53,0.7317,139500
,,,,,,,,,,
12/3/2014 0:00,1JANATAMF,5.1,5.3,5.1,5.1,5.2,5.1,33,0.3602,69000
,,,,,,,,,,
12/2/2014 0:00,1JANATAMF,5.1,5.3,5.1,5.3,5.1,5.2,41,0.4765,91500
,,,,,,,,,,
12/1/2014 0:00,1JANATAMF,5.2,5.3,5.1,5.1,5.2,5.2,18,0.2063,39500
,,,,,,,,,,
11/30/2014 0:00,1JANATAMF,5.2,5.3,5.1,5.3,5.2,5.1,56,0.3226,62500
,,,,,,,,,,
11/27/2014 0:00,1JANATAMF,5.1,5.2,5.1,5.1,5.1,5.1,28,0.2146,41500
,,,,,,,,,,
11/26/2014 0:00,1JANATAMF,5.2,5.3,5.1,5.2,5.1,5.2,68,1.2126,233000
,,,,,,,,,,
11/25/2014 0:00,1JANATAMF,5.2,5.3,5.2,5.2,5.2,5.2,26,0.1329,25500
,,,,,,,,,,
11/24/2014 0:00,1JANATAMF,5.3,5.3,5.2,5.3,5.2,5.3,45,0.5651,107500
,,,,,,,,,,
11/23/2014 0:00,1JANATAMF,5.3,5.5,5.3,5.3,5.3,5.3,40,0.5428,101500
,,,,,,,,,,
11/20/2014 0:00,1JANATAMF,5.4,5.4,5.3,5.4,5.3,5.4,46,0.5821,108500
,,,,,,,,,,
11/19/2014 0:00,1JANATAMF,5.4,5.5,5.2,5.2,5.4,5.3,82,1.1784,218500
,,,,,,,,,,
11/18/2014 0:00,1JANATAMF,5.4,5.4,5.2,5.2,5.3,5.3,62,0.4929,93000
,,,,,,,,,,
11/17/2014 0:00,1JANATAMF,5.3,5.4,5.3,5.3,5.3,5.3,54,0.4143,78000
,,,,,,,,,,
11/16/2014 0:00,1JANATAMF,5.4,5.4,5.3,5.4,5.3,5.4,101,2.7095,509500
,,,,,,,,,,
11/13/2014 0:00,1JANATAMF,5.4,5.5,5.4,5.4,5.4,5.4,59,1.1614,213000
,,,,,,,,,,
11/12/2014 0:00,1JANATAMF,5.4,5.5,5.4,5.4,5.4,5.4,48,1.1742,217000
,,,,,,,,,,
11/11/2014 0:00,1JANATAMF,5.4,5.5,5.4,5.4,5.4,5.4,33,0.3863,71500
,,,,,,,,,,
11/10/2014 0:00,1JANATAMF,5.4,5.5,5.4,5.4,5.4,5.4,41,0.5518,101500
,,,,,,,,,,
11/9/2014 0:00,1JANATAMF,5.5,5.5,5.4,5.5,5.4,5.5,64,1.0514,193500
,,,,,,,,,,
11/6/2014 0:00,1JANATAMF,5.5,5.6,5.5,5.5,5.5,5.5,59,1.4953,268000
,,,,,,,,,,
11/5/2014 0:00,1JANATAMF,5.5,5.6,5.5,5.5,5.5,5.5,59,0.4738,86000
,,,,,,,,,,
11/3/2014 0:00,1JANATAMF,5.5,5.6,5.5,5.5,5.5,5.4,62,0.9212,166000
,,,,,,,,,,
11/2/2014 0:00,1JANATAMF,5.6,5.6,5.4,5.5,5.4,5.5,63,1.5915,290500
,,,,,,,,,,
10/30/2014 0:00,1JANATAMF,5.6,5.7,5.5,5.6,5.5,5.5,72,1.8005,322500
,,,,,,,,,,
10/29/2014 0:00,1JANATAMF,5.5,5.5,5.4,5.4,5.5,5.4,50,0.9959,181500
,,,,,,,,,,
10/28/2014 0:00,1JANATAMF,5.4,5.5,5.3,5.3,5.4,5.4,58,0.7019,128500
,,,,,,,,,,
10/27/2014 0:00,1JANATAMF,5.5,5.5,5.3,5.3,5.4,5.4,46,0.3123,57500
,,,,,,,,,,
10/26/2014 0:00,1JANATAMF,5.5,5.5,5.4,5.4,5.4,5.4,52,0.5646,104500
,,,,,,,,,,
10/23/2014 0:00,1JANATAMF,5.4,5.5,5.4,5.5,5.4,5.4,66,0.8894,163500
,,,,,,,,,,
10/22/2014 0:00,1JANATAMF,5.4,5.6,5.4,5.5,5.4,5.5,64,1.0392,189000
,,,,,,,,,,
10/21/2014 0:00,1JANATAMF,5.6,5.7,5.4,5.4,5.5,5.5,53,0.605,109000
,,,,,,,,,,
10/20/2014 0:00,1JANATAMF,5.6,5.7,5.5,5.6,5.5,5.6,85,1.8927,341500
,,,,,,,,,,
10/19/2014 0:00,1JANATAMF,5.6,5.7,5.6,5.6,5.6,5.7,90,1.2521,221500
,,,,,,,,,,
10/16/2014 0:00,1JANATAMF,5.7,5.9,5.7,5.9,5.7,5.8,128,3.1944,556000
,,,,,,,,,,
10/15/2014 0:00,1JANATAMF,5.9,5.9,5.7,5.8,5.8,5.7,106,2.1474,366000
,,,,,,,,,,
10/14/2014 0:00,1JANATAMF,5.8,6,5.7,6,5.7,5.8,94,2.4749,427000
,,,,,,,,,,
10/13/2014 0:00,1JANATAMF,5.9,6.1,5.7,6,5.8,5.8,147,3.2044,546000
,,,,,,,,,,
10/12/2014 0:00,1JANATAMF,5.9,6,5.5,5.6,5.8,5.5,196,6.1045,1045500
,,,,,,,,,,
10/2/2014 0:00,1JANATAMF,5.6,5.6,5.4,5.5,5.5,5.4,103,2.9787,540000
,,,,,,,,,,
10/1/2014 0:00,1JANATAMF,5.4,5.5,5.3,5.3,5.4,5.3,79,3.4109,632500
,,,,,,,,,,
9/30/2014 0:00,1JANATAMF,5.3,5.4,5.3,5.3,5.3,5.3,39,0.8023,151000
,,,,,,,,,,
9/29/2014 0:00,1JANATAMF,5.4,5.5,5.3,5.3,5.3,5.3,94,1.8956,355500
,,,,,,,,,,
9/28/2014 0:00,1JANATAMF,5.3,5.5,5.3,5.4,5.3,5.4,73,2.5674,476000
,,,,,,,,,,
9/25/2014 0:00,1JANATAMF,5.5,5.6,5.4,5.5,5.4,5.4,74,2.0497,374000
,,,,,,,,,,
9/24/2014 0:00,1JANATAMF,5.5,5.6,5.4,5.5,5.4,5.4,106,3.2793,590500
,,,,,,,,,,
9/23/2014 0:00,1JANATAMF,5.4,5.6,5.3,5.4,5.4,5.3,113,2.9496,538000
,,,,,,,,,,
9/22/2014 0:00,1JANATAMF,5.3,5.5,5.3,5.4,5.3,5.4,86,1.3976,261500
,,,,,,,,,,
9/21/2014 0:00,1JANATAMF,5.4,5.4,5.3,5.3,5.4,5.3,49,1.1258,209500
,,,,,,,,,,
9/18/2014 0:00,1JANATAMF,5.4,5.4,5.2,5.4,5.3,5.3,100,2.4571,461000
,,,,,,,,,,
9/17/2014 0:00,1JANATAMF,5.3,5.4,5.3,5.3,5.3,5.3,83,2.3918,445000
,,,,,,,,,,
9/16/2014 0:00,1JANATAMF,5.4,5.4,5.3,5.3,5.3,5.4,49,0.738,137000
,,,,,,,,,,
9/15/2014 0:00,1JANATAMF,5.4,5.6,5.3,5.3,5.4,5.4,58,1.0452,191500
,,,,,,,,,,
9/14/2014 0:00,1JANATAMF,5.4,5.5,5.2,5.3,5.4,5.3,90,2.3938,444000
,,,,,,,,,,
9/11/2014 0:00,1JANATAMF,5.4,5.4,5.3,5.4,5.3,5.4,88,2.3263,437000
,,,,,,,,,,
9/10/2014 0:00,1JANATAMF,5.4,5.5,5.4,5.4,5.4,5.4,97,1.7265,319500
,,,,,,,,,,
9/9/2014 0:00,1JANATAMF,5.4,5.6,5.4,5.6,5.4,5.5,54,0.778,142500
,,,,,,,,,,
9/8/2014 0:00,1JANATAMF,5.5,5.6,5.4,5.6,5.5,5.5,84,0.9507,172000
,,,,,,,,,,
9/7/2014 0:00,1JANATAMF,5.5,5.7,5.5,5.6,5.5,5.6,64,1.7025,305000
,,,,,,,,,,
9/4/2014 0:00,1JANATAMF,5.6,5.7,5.5,5.5,5.6,5.5,85,1.4758,261000
,,,,,,,,,,
9/3/2014 0:00,1JANATAMF,5.5,5.6,5.5,5.5,5.5,5.5,96,1.4829,267000
,,,,,,,,,,
9/2/2014 0:00,1JANATAMF,5.5,5.7,5.3,5.4,5.5,6,175,3.1231,561000
,,,,,,,,,,
9/1/2014 0:00,1JANATAMF,0,0,0,6,6,6,0,0,0
,,,,,,,,,,
8/31/2014 0:00,1JANATAMF,6.1,6.2,6,6,6,6,109,1.8164,300000
,,,,,,,,,,
8/28/2014 0:00,1JANATAMF,6.2,6.2,6,6.1,6,6.1,78,2.167,357000
,,,,,,,,,,
8/27/2014 0:00,1JANATAMF,6.1,6.2,6,6.1,0,6,105,3.7987,621000
,,,,,,,,,,
8/26/2014 0:00,1JANATAMF,6.1,6.2,6,6.1,6,6.1,82,1.5662,255000
,,,,,,,,,,
8/25/2014 0:00,1JANATAMF,6.2,6.2,6,6.1,6.1,6,146,4.1075,672000
,,,,,,,,,,
8/24/2014 0:00,1JANATAMF,6.2,6.2,6,6.1,6,6.1,113,2.6305,432000
,,,,,,,,,,
8/21/2014 0:00,1JANATAMF,6.2,6.3,6,6.1,6.1,6.1,124,3.4268,553000
,,,,,,,,,,
8/20/2014 0:00,1JANATAMF,6.2,6.3,6.1,6.3,6.1,6.2,175,4.6986,758000
,,,,,,,,,,
8/19/2014 0:00,1JANATAMF,6.2,6.5,6.2,6.4,6.2,6.4,140,4.79,754000
,,,,,,,,,,
8/18/2014 0:00,1JANATAMF,6.3,7.2,6.3,7,6.4,6.5,324,14.8071,2215500
,,,,,,,,,,
8/14/2014 0:00,1JANATAMF,6.5,6.6,6.2,6.6,6.5,6.3,91,3.3322,513500
,,,,,,,,,,
8/13/2014 0:00,1JANATAMF,6.4,6.4,6.1,6.3,6.3,6.3,66,2.5034,398500
,,,,,,,,,,
8/12/2014 0:00,1JANATAMF,6.4,6.4,6,6.1,6.3,6.1,155,5.374,866000
,,,,,,,,,,
8/11/2014 0:00,1JANATAMF,6.2,6.2,6,6,6.1,6.1,45,1.1709,191500
,,,,,,,,,,
8/10/2014 0:00,1JANATAMF,6,6.2,6,6.1,6.1,6,66,1.7136,280000
,,,,,,,,,,
8/7/2014 0:00,1JANATAMF,6.1,6.1,6,6,6,6,39,1.5515,257500
,,,,,,,,,,
8/6/2014 0:00,1JANATAMF,6,6.2,6,6,6,6,40,0.8753,145000
,,,,,,,,,,
8/5/2014 0:00,1JANATAMF,6,6.1,5.9,6,6,5.9,60,3.0762,512500
,,,,,,,,,,
8/4/2014 0:00,1JANATAMF,5.9,6,5.9,6,5.9,5.9,61,1.6574,277500
,,,,,,,,,,
8/3/2014 0:00,1JANATAMF,6.1,6.1,5.9,6.1,5.9,6.1,68,2.0388,337500
,,,,,,,,,,
